Gateway 0 Arrival Rate	Pure Cloud Offloaded to of 0	Next Hop Offloaded to of 0	Probabilistic DF Offloaded to of 0	Pure Cloud Offloaded to of 1	Next Hop Offloaded to of 1	Probabilistic DF Offloaded to of 1	Pure Cloud Offloaded to of 2	Next Hop Offloaded to of 2	Probabilistic DF Offloaded to of 2	Pure Cloud Offloaded to of Cloud	Next Hop Offloaded to of Cloud	Probabilistic DF Offloaded to of Cloud
4400.0	0.0	0.0	0.0	0.0	0.0	0.24759251442924277	0.0	0.0	0.6000423168246248	1.0	1.0	0.15236516874613243
4450.0	0.0	0.0	0.0	0.0	0.0	0.24591063211399133	0.0	0.0	0.6011517744360914	1.0	1.0	0.1529375934499174
4500.0	0.0	0.0	0.0	0.0	0.0	0.24433118888901015	0.0	0.0	0.6021489677250919	1.0	1.0	0.15351984338589797
4550.0	0.0	0.0	0.0	0.0	0.0	0.24278849031044983	0.0	0.0	0.6030777778583897	1.0	1.0	0.15413373183116055
4600.0	0.0	0.0	0.0	0.0	0.0	0.24138174399479828	0.0	0.0	0.6039520403202808	1.0	1.0	0.1546662156849208
4650.0	0.0	0.0	0.0	0.0	0.0	0.23996045521059564	0.0	0.0	0.6046592836212272	1.0	1.0	0.15538026116817708
4700.0	0.0	0.0	0.0	0.0	0.0	0.23862335405216648	0.0	0.0	0.6054648140232511	1.0	1.0	0.15591183192458233
4750.0	0.0	0.0	0.0	0.0	0.0	0.23726883367091703	0.0	0.0	0.606266285172102	1.0	1.0	0.15646488115698093
4800.0	0.0	0.0	0.0	0.0	0.0	0.23589967711881563	0.0	0.0	0.6069983923856047	1.0	1.0	0.15710193049557974
4850.0	0.0	0.0	0.0	0.0	0.0	0.23456797818983555	0.0	0.0	0.6076817193854738	1.0	1.0	0.15775030242469065
4900.0	0.0	0.0	0.0	0.0	0.0	0.2333083903349479	0.0	0.0	0.6082278618969609	1.0	1.0	0.15846374776809116
4950.0	0.0	0.0	0.0	0.0	0.0	0.23201605363566605	0.0	0.0	0.6088237790952421	1.0	1.0	0.15916016726909185
5000.0	0.0	0.0	0.0	0.0	0.0	0.2308150788577117	0.0	0.0	0.6094252450565967	1.0	1.0	0.1597596760856916
