Gateway 0 Arrival Rate	Analytical Buffer Occupancy of 0	Simulation Buffer Occupancy of 0	Analytical Buffer Occupancy of 1	Simulation Buffer Occupancy of 1	Analytical Buffer Occupancy of 2	Simulation Buffer Occupancy of 2	Analytical Buffer Occupancy of Cloud	Simulation Buffer Occupancy of Cloud
4450.0	19.901234567901234	19.886256666666668	19.745026814077256	19.89703	37.42721260751104	38.96015666666667	0.45933915209078746	0.4389433333333333
4500.0	19.902439024390244	19.8935	19.74852721157651	19.894136666666668	37.51698876638176	39.296936666666674	0.4650100058203032	0.4480566666666667
4550.0	19.903614457831328	19.885830000000002	19.751932800295	19.903229999999997	37.60071770585697	39.415443333333336	0.4706808595498192	0.4516466666666667
4600.0	19.904761904761905	19.876546666666666	19.7552473806302	19.898023333333335	37.67898870395968	39.32529666666667	0.47635171327933507	0.4410966666666667
4650.0	19.905882352941177	19.884313333333335	19.758474552539898	19.878303333333335	37.752317364980485	39.216053333333335	0.4820225670088509	0.47723999999999994
4700.0	19.906976744186046	19.885319999999997	19.761617728584593	19.910603333333334	37.821156655225764	39.15114333333333	0.4876934207383668	0.43748666666666663
4750.0	19.908045977011493	19.89015333333333	19.76468014596472	19.889746666666664	37.885906047765786	39.34249333333333	0.49336427446788267	0.47567333333333334
4800.0	19.909090909090907	19.892256666666665	19.767664877641707	19.902956666666665	37.94691913408079	39.489216666666664	0.49903512819739865	0.48138333333333333
4850.0	19.91011235955056	19.87805	19.770574842623315	19.879563333333333	38.00450998784058	39.25917333333334	0.5047059819269145	0.4859266666666667
4900.0	19.91111111111111	19.889853333333335	19.773412815485646	19.875723333333333	38.058958508788045	39.52618999999999	0.5103768356564307	0.4994133333333333
4950.0	19.912087912087912	19.898863333333335	19.776181435197014	19.90977666666667	38.11051492952753	39.23070666666666	0.5160476893859464	0.50007
5000.0	19.91304347826087	19.896123333333332	19.778883213302763	19.89963	38.159403632326594	39.33553333333333	0.5217185431154625	0.48469333333333336
